tv,Ts,nparticles
0.7079118357931791,1,1024
0.70758938992493,2,1024
0.7044034443491186,3,1024
0.7028488287860352,4,1024
0.6995506637416542,5,1024
0.6961098479362258,6,1024
0.6933309019183258,7,1024
0.6901618654548269,8,1024
0.6863663832285668,9,1024
0.683254761491938,10,1024
0.6801522362718386,11,1024
0.67830910814193,12,1024
0.6758029726974121,13,1024
0.672375952731053,14,1024
0.6702762919413038,15,1024
0.6691060661278573,16,1024
0.6699750563721771,17,1024
0.6704435241033101,18,1024
0.6706058509563616,19,1024
0.6703384200938411,20,1024
0.6695285482344063,21,1024
0.6694246744283292,22,1024
0.6692458017205812,23,1024
0.6690673747723066,24,1024
0.6690549389046959,25,1024
0.6691872135310202,26,1024
0.668818858152342,27,1024
0.6681925649943115,28,1024
0.6676053318781863,29,1024
0.6664941712138777,30,1024
0.6650230713667032,31,1024
0.6637000069338085,32,1024
0.6617578769584471,33,1024
0.6595342018215414,34,1024
0.6579189006598444,35,1024
0.6567020065001473,36,1024
0.6559087594222246,37,1024
0.6555585752049601,38,1024
0.6551175115455886,39,1024
0.6545256013000949,40,1024
0.65361766233542,41,1024
0.6527312937024254,42,1024
0.6520601779982398,43,1024
0.6515320919535792,44,1024
0.6514041599711476,45,1024
0.6511084045566723,46,1024
0.6511638256813799,47,1024
0.6509075546329589,48,1024
0.6506126069312573,49,1024
0.6501210750862333,50,1024
0.6494539485063259,51,1024
0.6488577633763907,52,1024
0.6484719175218031,53,1024
0.647995725304132,54,1024
0.6470011305800559,55,1024
0.6459166532839551,56,1024
0.6452036836782901,57,1024
0.6447039204567891,58,1024
0.6440096360123182,59,1024
0.6431684358478269,60,1024
0.642127173645043,61,1024
0.6408785150688929,62,1024
0.6398366388801294,63,1024
0.6388274566309972,64,1024
0.638136639445537,65,1024
0.6375245117844709,66,1024
0.6374125156407291,67,1024
0.6373008121476745,68,1024
0.6373491995834641,69,1024
0.6372394268752912,70,1024
0.6372766357365428,71,1024
0.637406842186259,72,1024
0.6377818023450762,73,1024
0.6381915930186243,74,1024
0.6386009165115416,75,1024
0.638847054736249,76,1024
0.6390325382183968,77,1024
0.6393089328348172,78,1024
0.6394030951724867,79,1024
0.6394130285311381,80,1024
0.6391327613917522,81,1024
0.6388884700191799,82,1024
0.6383978843620165,83,1024
0.6380595561183773,84,1024
0.6376571763920341,85,1024
0.6372665035288747,86,1024
0.6370451928415893,87,1024
0.6369699589995119,88,1024
0.6367635287797844,89,1024
0.6363915058457785,90,1024
0.6360480521031902,91,1024
0.6356008856621809,92,1024
0.6349878380644683,93,1024
0.6341435925183407,94,1024
0.6333501681971162,95,1024
0.6326156278162685,96,1024
0.6317929393777345,97,1024
0.63124144207272,98,1024
0.6306852632661454,99,1024
0.6300277755216759,100,1024
0.6293810239778339,101,1024
0.6289428785083448,102,1024
0.6284060704126712,103,1024
0.6279024195409949,104,1024
0.627383197616487,105,1024
0.6267800414961195,106,1024
0.6260937261256502,107,1024
0.6256055990551699,108,1024
0.6250762246414228,109,1024
0.6245440610011921,110,1024
0.6240474466737908,111,1024
0.623462876730875,112,1024
0.6228588088157064,113,1024
0.6221450930315654,114,1024
0.6215056961938844,115,1024
0.6207082195120441,116,1024
0.6198860135701592,117,1024
0.6192188233896275,118,1024
0.6184530396924134,119,1024
0.6176440482641254,120,1024
0.6167775288822371,121,1024
0.6158928793719389,122,1024
0.6150558567167195,123,1024
0.6142143840121084,124,1024
0.6134013932319213,125,1024
0.6126465016510105,126,1024
0.6119601060206401,127,1024
0.6112571072484702,128,1024
0.6106570122724582,129,1024
0.6101766231421835,130,1024
0.6097942250937982,131,1024
0.6093665897082072,132,1024
0.608930222607972,133,1024
0.6083745970938629,134,1024
0.6078906879245172,135,1024
0.6073704552087579,136,1024
0.6068124595121595,137,1024
0.6063296726119092,138,1024
0.605876747766136,139,1024
0.6055236620429076,140,1024
0.6051099734932636,141,1024
0.6046659714754963,142,1024
0.6041052440000021,143,1024
0.6035716589219704,144,1024
0.6029567291103479,145,1024
0.6024051341579812,146,1024
0.6018511323998695,147,1024
0.6013424209862073,148,1024
0.6008840641546198,149,1024
0.6003261889143469,150,1024
0.5997905408128813,151,1024
0.5991777060937977,152,1024
0.5985573842357624,153,1024
0.5979351360990929,154,1024
0.5973571838778441,155,1024
0.5967502183885454,156,1024
0.5961207209384857,157,1024
0.5953894550580119,158,1024
0.5947944563062533,159,1024
0.5941320516498272,160,1024
0.5934721584229433,161,1024
0.5926889655789502,162,1024
0.5919687092176713,163,1024
0.591238408615144,164,1024
0.5905889230308159,165,1024
0.5897899742699056,166,1024
0.588999535183995,167,1024
0.5881984639092903,168,1024
0.5874077658532872,169,1024
0.5866862657454079,170,1024
0.5860408091684268,171,1024
0.5855625463298255,172,1024
0.5850347530682888,173,1024
0.5844462799111553,174,1024
0.583857779667579,175,1024
0.5832154717414941,176,1024
0.58254310328809,177,1024
0.5819463400507925,178,1024
0.5813893714837195,179,1024
0.5808315965216698,180,1024
0.5802844453654071,181,1024
0.5797126019502213,182,1024
0.5791515204164692,183,1024
0.5785924836994915,184,1024
0.5779860532803132,185,1024
0.57745339640571,186,1024
0.5769073136177281,187,1024
0.5764577942365843,188,1024
0.5760872053139724,189,1024
0.5757748769969442,190,1024
0.5753966840802515,191,1024
0.5750171039983244,192,1024
0.5746260024259808,193,1024
0.5742805579399155,194,1024
0.5738841696577216,195,1024
0.5734649959510003,196,1024
0.5730405597645511,197,1024
0.572644354998221,198,1024
0.5722829056519141,199,1024
0.571751290477888,200,1024
0.5713773827027031,201,1024
0.5709766876235917,202,1024
0.5706483977137718,203,1024
0.5703164157706611,204,1024
0.5700285568132345,205,1024
0.5697099941515298,206,1024
0.5694665884277769,207,1024
0.5692549587217519,208,1024
0.5691297950731243,209,1024
0.5690317663253894,210,1024
0.5689234512286404,211,1024
0.5688506428056225,212,1024
0.5687852150592247,213,1024
0.5687384946094846,214,1024
0.5687759830387463,215,1024
0.5687404596036051,216,1024
0.5686908814264846,217,1024
0.5685728635415488,218,1024
0.5683592817317574,219,1024
0.5681034102698105,220,1024
0.5678543573472211,221,1024
0.5677527167026765,222,1024
0.5676819988742533,223,1024
0.5676361712425079,224,1024
0.567487639012439,225,1024
0.5673014342691289,226,1024
0.567096554608866,227,1024
0.5668862618723598,228,1024
0.5665869942108221,229,1024
0.5662528285396625,230,1024
0.5659552572278747,231,1024
0.565560265287203,232,1024
0.5650400514058838,233,1024
0.5645735589769413,234,1024
0.5640433860783551,235,1024
0.563470560277805,236,1024
0.5628718174646395,237,1024
0.5622880128734167,238,1024
0.5617197854196547,239,1024
0.5611948917804586,240,1024
0.560674670717132,241,1024
0.5601385244037582,242,1024
0.5596407568536206,243,1024
0.5591096265597121,244,1024
0.5585988877467593,245,1024
0.5580648916189841,246,1024
0.557541586128938,247,1024
0.5570375472672848,248,1024
0.5565210598668466,249,1024
0.5559877798971619,250,1024
0.5554323780002337,251,1024
0.5548352275617793,252,1024
0.5542375232531191,253,1024
0.553684314954535,254,1024
0.5531640999152735,255,1024
0.5526073921079323,256,1024
0.5520921517272651,257,1024
0.5515649592745507,258,1024
0.5510394356022166,259,1024
0.5505759270100686,260,1024
0.5500891011750115,261,1024
0.5496047159318853,262,1024
0.5491383875422202,263,1024
0.5487629917420199,264,1024
0.5483890705391262,265,1024
0.5480091147559917,266,1024
0.5476902615912967,267,1024
0.5473452843828808,268,1024
0.5469127939217338,269,1024
0.5464520740873148,270,1024
0.5460068146447419,271,1024
0.5455821951952312,272,1024
0.5452485715505527,273,1024
0.5449294512003119,274,1024
0.5445574242228497,275,1024
0.5441908604073045,276,1024
0.5438011685943887,277,1024
0.5433985620926174,278,1024
0.5430414197431599,279,1024
0.5427007390162581,280,1024
0.5423812964527958,281,1024
0.5420035552382784,282,1024
0.5416858668321777,283,1024
0.5413799815469531,284,1024
0.541113985824405,285,1024
0.5408772926083877,286,1024
0.540611845539012,287,1024
0.540340025547454,288,1024
0.5401085427424305,289,1024
0.5397771786588709,290,1024
0.5394586065832565,291,1024
0.5391647431521344,292,1024
0.5388701662923482,293,1024
0.5385895097312046,294,1024
0.5383138427257577,295,1024
0.5380225194488636,296,1024
0.5377619680214599,297,1024
0.5374765900943262,298,1024
0.5372352830780904,299,1024
0.5370131603412809,300,1024
0.5367206990288506,301,1024
